username,review,tahun,aplikasi,clean_text,sentiment_score,label
hanya untuk gabut,"sejak kapan m banking pakek pulsa saya daftar terakhir 2010 tanpa pulsa, wah kok jadi pembodohan public begini ya",2025,bca,m banking pakek pulsa daftar pulsa bodoh public,0,netral
kunadji riyat,kurang praktis.nyuruh instala tapi. gak konek hari hubungi cabang terdekat .maunya tidak pakai,2025,bca,kurang praktisnyuruh instala tidak konek hubung cabang dekat mau tidak pakai,0,netral
RoiLih,"kenapa sy tidak bisa login,dan kode negara Indonesia kenapa tidak ada",2025,bca,tidak bisa logindan kode negara indonesia tidak,0,netral
FENDY 1927,lemot aplikasinya,2025,bca,lama aplikasi,-1,negatif
karisma hildayati,setelah di perbarui malah makin lemot buka nya ih,2025,bca,baru lama buka ih,-1,negatif
Edwin Sutandi,mau scan qris lama bangett muterrrrrrrrrrrrr teruss,2025,bca,scan qris lama bangett muterr teruss,-1,negatif
Sari Wangi,mau bayar qris sering keluar bug..tolong di perbaiki .. kami mohon maaf atas ketidak nyamanan nya ...hahahah sampai kapan.....,2025,bca,bayar qris bugtolong baik mohon maaf tidak nyaman hahahah,2,positif
Findy Oliev,"Asli gw kecewa bangettttttt,,, bisa bisanya baru buka rekening dah hilang puluhan ribu,,, niat gw pengen nabung d BCA malah d bikin kecewa... kalo bukan karena urusan kerjaan mending gw tutup rekening ajaa lah daripada makin kecewa, entah itu potongan apa karena gak ada sama sekali info nya ... KENAPA GW KECEWA??? LU BAYANGIN AJA BARU 2 MINGGU DAH HILANG PULUHAN RIBU!!!!! *PERBAIKI DONG DEMI KENYAMANAN CUSTOMER*",2025,bca,asli kecewa bangett bisa bisa buka rekening hilang puluh ribu niat ken nabung bca kecewa urus kerja mending tutup rekening ajaa kecewa potong tidak info kecewa bayangin minggu hilang puluh ribu baik nyaman customer,-2,negatif
Supri Yanto,"setiap transaksi mau Qris atau top up Flazz kalau ada tulisan gangguan sinyal kenapa tetap ke debit saldo tapi tidak masuk di transaksi itu...dan sudah 3 hari ini saya top up Flazz ke debit saldo tapi tidak masuk di saldo Flazz nya,,, sangat kecewa",2025,bca,transaksi qris top up flazz tulis ganggu sinyal debit saldo tidak masuk transaksi itudan top up flazz debit saldo tidak masuk saldo flazz sangat kecewa,0,netral
Aditya Er Ramadhan,Setiap ada yang transfer ngga ada Notifikasi yang masuk..!!!!!! perbaiki jangan diam saja..!,2025,bca,transfer tidak notifikasi masuk baik diam,1,positif
Farukmbashahab Mbashahab,TRANSAKSI QRIS GAGAL SALDO BERKURANG..MENUNGGU HASIL LAPORAN 20HARI KERJA..( 1BULAN ) ITU PUN SALDO MASIH BELUM TAHU...???? MENUNGGU YANG TIDAK PASTI,2025,bca,transaksi qris gagal saldo berkurangmenunggu hasil lapor kerja saldo tunggu tidak,-1,negatif
Iyantt Pras,"bayangin, tiba² gangguan di senin pagi",2025,bca,bayangin ganggu senin pagi,-1,negatif
Keren-nya Kreativitas,"MIKIR HOOI BAGIAN APLIKASI⚠️⚠️ nyusahin banget anda ini Kayak aplikasi google dokumen saja, Jelas² tulisan 94 mb download nya.. Lah ini apa coba total sediain hampir 700 mb dulu ruangan penyimpanan di HP, nyusahin orang saja.. ga tau apa orang butuh dadakan ini malah jadi pusingin orang, DIBENERIN DULU LAH",2025,bca,mikir hooi aplikasi nyusahin banget aplikasi google dokumen tulis mb download coba total ain mb ruang simpan handphone nyusahin orang tidak orang butuh dada pusingin orang dibenerin,0,netral
Ahmad Fakhri,terlalu lambat aplikasi jalan dan sering lampu merah,2025,bca,lambat aplikasi jalan lampu merah,-1,negatif
Kubeyz Beyz,"kek sampah, mana lemot lagi merah terus",2025,bca,kek sampah lama merah,-1,negatif
Budiman,aplikasi ssah klau d pake buat login,2025,bca,aplikasi ssah klau pakai login,0,netral
Topan Tirta,pas buka rekening di video sangat lama,2025,bca,cocok buka rekening video sangat lama,-1,negatif
Faisal Akhwin Khadis,bug mulu kocak,2025,bca,bug kocak,0,netral
boel lang,"205 maaf untuk sementara tidak bisa di gunakan cobalah beberapa saat lagi,,, perbarui udah sinyal juga cukup baik tp eror mulu",2025,bca,maaf tidak bisa coba baru sinyal error,-1,negatif
Zen Vancx,"sering gangguan setiap pagi , kalo mau transfer pagi jadi susah , tolong dong benerin lagi 🙏🙏",2025,bca,ganggu pagi transfer pagi susah tolong benerin,-2,negatif
Muhammad Rizqi,"human eror, tanpa melakukan kesalahan tiba2 keblokir data tidak tersimpan dengan rapih",2025,bca,human error salah blokir data tidak simpan rapih,-1,negatif
Luthfi Zulfiansyah,"mau transaksi gabisa², ngecek saldo juga gabisa..gimana ini gajelas ditungguin berjam² masih begini aja aplikasinya",2025,bca,transaksi tidak bisa ngecek saldo gabisagimana tidak ditungguin jam aplikasi,0,netral
ajan septian,otp gak masuk masuk ke SMS nya,2025,bca,one time password tidak masuk masuk pesan,0,netral
Mahesa Wibawa,hp kereset. download ulang kenapa skrg wajib ada 16 digit nomor kartu. dari awal saya ga pernah buat kartu... digital kog ribet sih,2025,bca,handphone kereset download ulang wajib digit nomor kartu tidak kartu digital kog ribet,-1,negatif
Iwan sofyan,"parah habis di update gak bisa dibukak, minta verifikasi ujung² nya disuruh aktifasi ulanh di atm, buang² pulsa aja",2025,bca,parah habis update tidak bisa dibukak verifikasi ujung suruh aktifasi ulanh atm buang pulsa,-1,negatif
Tegar Arya S,"pelayanan buruk, tidak memberi solusi, pulsa saya habis banyak hanya untuk menerima kode otp dan itu tetap tidak dikirimkan apk sampah. sampai sekarang saya tidak dapat akses ke akun saya hilang"" lah uang disana",2025,bca,layan buruk tidak solusi pulsa habis terima kode one time password tidak kirim aplikasi sampah tidak akses akun hilang uang sana,-1,negatif
Arian Wardana,kenapa setiap dibutuhin gabisa akses MBCA???? youtube ig vcall lancar tapi buat buka MBCA ko merah terus????? TOLONG DIPERBAIKI TERIMAKASIH,2025,bca,dibutuhin tidak bisa akses mobile bca youtube ig vcall lancar buka mobile bca merah tolong baik terimakasih,2,positif
febriansyah RCA,dikit dikit eror ke kantor...respon lambat,2025,bca,dikit dikit error kantorrespon lambat,-2,negatif
Agustin Ai,"bolak balik update bukannya makin bagus, tapi di HP Vivo V 20 gak bisa di buka, lampu indikatornya selalu berwarna merah",2025,bca,bolak update bagus handphone vivo v tidak bisa buka lampu indikator warna merah,1,positif
Sisilia Defriani rihi,selalu minta verifikasi aja,2025,bca,verifikasi,0,netral
Elvan Awaludin Wijaya,"Setelah update malah makin aneh, makin parah bro kacau2, Dan bisa2nya malam minggu M-banking nya error, haduuh",2025,bca,update aneh parah bro kacau bisa malam minggu mbanking error haduuh,-2,negatif
Reifan Zaidan,"kenapa selalu gagal ya buka nbankingnya,,,mau ngecek saldo mau transfer juga gagal trs semakin kesini kok semakin eror",2025,bca,gagal buka nbankingnyamau ngecek saldo transfer gagal kesini error,-3,negatif
Butter Lose,makin banyak gangguan terutama sinyal. gk work it lagi,2025,bca,ganggu sinyal tidak work it,-1,negatif
windi purwanti,"admin BCA bulanan berapa sih, tiba-tiba banget setiap ada uang masuk ke potong, apalagi sampe kepotong 40rb, ini liat mutasi nya aja ga jelas kaga ada uang keluar, ngawur si BCA ini, parah sekarang BCA",2025,bca,bca bulan tibatiba banget uang masuk potong potong ribu liat mutasi tidak kaga uang ngawur si bca parah bca,-1,negatif
Nofri Imansyah,"tolong diperbaiki pelayanannya, kadang kalo malem suka gangguan udah tau penting !!!!",2025,bca,tolong baik layan kadang malem suka ganggu,1,positif
Winia 20,"apk gk jls,klo mau masuk ajh harus kirim pesan ke SMS,dan itu pas ke kirim malah muncul close Mulu di apknya,jdinya keluar""an mulu,mndingan mandiri kemana"" gk ribet. bikin kesel rasanya,cuman ngirim pesan berkali"" smpe pulsa habis haduhh",2025,bca,aplikasi tidak jlsklo masuk ajh kirim pesan smsdan cocok kirim muncul close apknyajdinya keluar mulumndingan mandiri mana tidak ribet kesel rasanyacuman ngirim pesan kali smpe pulsa habis haduhh,-2,negatif
Naura Nafeeza,"apk nya yg ekor atau jaringan internet nya sih, dari tadi nunggu otp ga ada masuk,",2025,bca,aplikasi ekor jaring internet nunggu one time password tidak masuk,0,netral
Andi Satria,"qris transaksi gagal, tapi saldo terpotong aneh banget sangat kecewa",2025,bca,qris transaksi gagal saldo potong aneh banget sangat kecewa,-2,negatif
Don Quixote,"Daftar gagal mlulu, sekali SMS hilang 2ribu. Licik kau. parah verifikasi pulsa sampe habis. kena tipu system raimu. cok kecewa",2025,bca,daftar gagal mlulu pesan hilang ribu licik kau parah verifikasi pulsa habis kena tipu system rai cok kecewa,-3,negatif
Enjel Ei,"min tolong doang kasih penjelasan nya knapa yh tiba"" saldo saya hilang 40ribu padahal saya tenggok di mutasi aman ny kok bisa saldo ny hilang 40ribu?",2025,bca,tolong kasih jelas knapa yh saldo hilang ribu tenggok mutasi aman ny bisa saldo ny hilang ribu,1,positif
Sri Noviyani,setiap isi flazz dan kris ga masuk tp saldo sudah terpotong!,2025,bca,isi flazz kris tidak masuk saldo potong,0,netral
Rizky Friszadani,tiba tiba ga bisa masuk ke BCA mobile. transaksi jadi terganggu dan macet,2025,bca,tidak bisa masuk bca mobile transaksi ganggu macet,-1,negatif
Samuel Official,"mobile bca kena lagi ya, sakit lagi ya ?",2025,bca,mobile bca kena sakit,0,netral
Maya Veer,"suka loading kalau dibuka,, gak bisa sat set lampunya selalu merah kalau mau transaksi. mesti tgu brp menit baru lampu berubah hijau",2025,bca,suka loading buka tidak bisa sat set lampu merah transaksi mesti tgu menit lampu ubah hijau,0,netral
Kemas Rizqy,padahal sinyal kencang tapi indikator merah terus jadi susah untuk transaksi,2025,bca,sinyal kencang indikator merah susah transaksi,-1,negatif
Aris Fhiqy,"""sementara transaksi tidak dapat diproses.silahkan ulangi beberapa saat lagi"" maksudx ini apa?kecewa dengan BCA saat ini",2025,bca,transaksi tidak diprosessilahkan ulang maksudx apakecewa bca,0,netral
iqbal aldika,"Dear BCA, tolong di perbaiki di sistemnya lagi masa mau login kode akses nya salah mulu sampai 3x padahal Password yang saya masukkan sudah sesuai dan ketika verifikasi harusnya kan minta password baru dan setelah aku ganti, masukkan ulang kode akses nya ketika mau login masa engga bisa juga pdhal Password yang baru sudah di masukkan. Bukan sekali atau 2 kali ini sudah berkali kali. Pulsa 50k pun dah hilang cuma untuk verifikasi melalui pesan 😢😢😢😢😢😢",2025,bca,dear bca tolong baik sistem login kode akses salah password masuk sesuai verifikasi password ganti masuk ulang kode akses login engga bisa pdhal password masuk kali pulsa k hilang verifikasi pesan,1,positif
Alex Dako,No comen dah ama bank satu...,2025,bca,no comen ama bank,0,netral
Mande Cell,setelah update malah jd lambat.. kecewa...,2025,bca,update lambat kecewa,-2,negatif
Fauzan Ozama,ribet ah pusing SUMPAHHH,2025,bca,ribet ah pusing sumpahh,-1,negatif
Iqbal Maulana,"inikator hijau, tetep aja lemot 😠",2025,bca,inikator hijau tetep lama,-1,negatif
Dani Jokohandoko,sinya tolong perbaikin lagi suka keluar sendiri,2025,bca,sinya tolong perbaikin suka,1,positif
LEONEIL ADJIE H.M,"sering update tapi sering juga down, down disaat tidak pas",2025,bca,update down down saat tidak cocok,-2,negatif
Abdurahman14cjr,"waduh ini update terbaru beneran jd super lemot 🫵🥲 sinyal merah lama tidak seperti biasanya , gawat .",2025,bca,update baru sungguh super lama sinyal merah lama tidak gawat,-2,negatif
Mardian 04,"Makin kesini makin kacau aja ini, suka eror transaksi tidak dapat dilakukan terus, mana erornya lama. malu2in sumpah sekelas bca kaya begini mulu.",2025,bca,kesini kacau suka error transaksi tidak eror lama malu in sumpah kelas bca kaya,-1,negatif
Ramdan Dwi Cahyo,payahhh kaga bisaa verifikasii muka terusss,2025,bca,payahh kaga bisaa verifikasi muka teruss,0,netral
Ilham Fazri25,"kaga jelas , minta kode otp pas dikirim otp tapi di masukan salah. ujung"" nya ke blokir!!!!",2025,bca,kaga kode one time password cocok kirim one time password masuk salah ujung blokir,0,netral
Catherina Rika,"mau masukin kode akses aja gabisa, harus 6 huruf tp cuma bisa masukin 5huruf, berhari hari kek gitu. busuk bgt. Kemarin bisa karna update apl, skrg udh diupdate knp kumat lagi heyy. Bikin emosi tiap mau buka gagal trs",2025,bca,masukin kode akses tidak bisa huruf bisa masukin huruf hari kek gitu busuk banget kemarin bisa update apl diupdate kumat heyy emosi buka gagal,-1,negatif
Mas Angga,sinyal wifi saya bagus tpi buat daftar mbangking koneksi terputus terus jadi bingung,2025,bca,sinyal wifi bagus daftar mbangking koneksi putus bingung,-1,negatif
Rivan Ardiansyah,kenapa ga bisa kirim otp. padahal nomor nya sudah benar.,2025,bca,tidak bisa kirim one time password nomor,0,netral
Dyah Nastiti4571,"sedikit keluh kesah karena dijaman digital ini harusnya dipermudah dan efisien waktu , hanya karena pindah handphone. mbanking daftar ulang malah susah , udah pernah daftar tinggal pindahin aja harus serumit ini , udah laporan ke hallo BCA siapa tau bantu efisien waktu malah disuruh ke kantor ,...",2025,bca,keluh kesah jam digital mudah efisien pindah handphone mbanking daftar ulang susah daftar tinggal pindahin rumit lapor hallo bca bantu efisien suruh kantor,0,netral
Miftahoking10799@gmail.com Miftahoking,"udh ke 2 kali nya isi pulsa ceban buat , login masuk, tiba tiba keluar .. hadeeh gimana ini..",2025,bca,isi pulsa ceban login masuk hadeeh,0,netral
Deden Sudrajat,Withdraw status PENDING dari kemarin malam tgl 29 Oktober 2025 sampai detik ini 30 Oktober 2025 Pukul 21.13 WIB 🤦🤦🤦🤦🤦,2025,bca,withdraw status pending kemarin malam tgl oktober detik oktober wib,0,netral
Angie Rosalina,tidak bisa dibuka selalu kluar sndri terus,2025,bca,tidak bisa buka kluar sndri,0,netral
Ludin Ahmad,saya melakukan pembayaran QRIS 2x. pas ada gangguan. tapi saldo saya tidak dikembalikan padahal transaksi gagal. harusnya dari BCA kalo transaksi gagal tapi saldo kedebit. harusnya otomatis saldo refund ke rekening nasabah,2025,bca,bayar qris cocok ganggu saldo tidak kembali transaksi gagal bca transaksi gagal saldo debit otomatis saldo refund rekening nasabah,-3,negatif
Muchammad Sulthon imaddudien,"aplikasi M banking paling buruk yang pernah saya pakai, kalo bukan karena kerja yang mengharuskan memakai bank BCA ini saya ga akan mau, lampu indikator selalu merah, sulit sekali untuk transaksi instan seperti contohnya, qris dll",2025,bca,aplikasi m banking buruk pakai kerja harus pakai bank bca tidak lampu indikator merah sulit transaksi instan contoh qris dll,-2,negatif
Noob SMC,Update terbaru ada bug di xiaomi poco F4. Setiap di buka aplikasi menutup sendiri. Saya tidak dapat melakukan transaksi. Tolong segera perbaiki. Update : Sama saja kak tidak ada perubahan. Versi yang baru ini nge bug di xiaomi poco F4.,2025,bca,update baru bug xiaomi poco f buka aplikasi tutup tidak transaksi tolong baik update tidak ubah versi nge bug xiaomi poco f,1,positif
andy arta,Setelah update Masa indikator merah terus...lah make aplikasinya gemana ngga bisa di pakai..... Udah bolak balik restart hape penyakitnya lampu indikator merah lama... payah,2025,bca,update indikator merah terus make aplikasi gana tidak bisa pakai bolak restart hape sakit lampu indikator merah lama payah,-1,negatif
Setiadi12,BCA ada gangguan apa lagi ini gabisa buat transaksi ?! tolong lah jangan bikin repot !,2025,bca,bca ganggu tidak bisa transaksi tolong repot,-2,negatif
Muchammad Rizky Januar Ananda Putra,"DOT tidak hijau2, lama di warna merah dan biru. harus relogin baru bisa.",2025,bca,dot tidak hijau lama warna merah biru relogin bisa,-1,negatif
tommy andika,"kenapa saya gk bisa cek rekening dan trasfer??? kok dadakan gitu gk bisanya, mana lagi butuh ...",2025,bca,tidak bisa cek rekening trasfer dada gitu tidak bisa butuh,0,netral
Rifail Hamdani,lemot banget,2025,bca,lama banget,-1,negatif
Mad Dani,"gkda angin hujan tiba2 suruh veripikasi ulang, udah sering benget kek gini,, asw. nunda pekerjaan saja, pulsa sampai habissssssssssss",2025,bca,gkda angin hujan suruh veripikasi ulang benget kek gin asw nunda kerja pulsa habiss,0,netral
Debrut Barker,knapa sih kalau malam loding trus jadi susah transaksi kalau malam,2025,bca,knapa malam loding susah transaksi malam,-1,negatif
Arsha anwar,BCA mobile sekarang buruk sering eror bikin orang nggak nyaman lagi pake BCA,2025,bca,bca mobile buruk error orang tidak nyaman pakai bca,-1,negatif
Agus Susanto,"kenapa setelah di update malah jadi sering blank/mbca tidak merespon gini si....😪😪😪 tolong di cek lahhh,sebelum2nya jos lohhh edit.... BARU UPDATE MALAH GAK BISA BUAT TF...COBA CEK LAGI APP NYA, BUG DI KOLOM REK TUJUAN,UDAH DI KLIK REK TUJUAN TAPI GAK NAMPIL REK TUJUANNYA...",2025,bca,update blankmbca tidak merespon gin si tolong cek lahhsebelum jos lohh edit update tidak bisa tfcoba cek aplikasi bug kolom rekening tujuanudah klik rekening tuju tidak nampil rekening tuju,0,netral
Maqi kepss,duit gua pake Q ris ga balik lagi asuu,2025,bca,uang pakai q ris tidak asuu,0,netral
karla radithya,"aplikasi parah lagi butuh banget transaksi ga bisa dipake,indikator merah koplak banget.",2025,bca,aplikasi parah butuh banget transaksi tidak bisa dipakeindikator merah koplak banget,-1,negatif
Abdulaziz Aziz,aplikasi gajelas dikit2 gangguan,2025,bca,aplikasi tidak dikit ganggu,-1,negatif
Haliza,adooo.. cemananya ini mobile banking nya. w uda restart HP bolak-balik trs uda update apk ny jg tp smpe skrg gabisa2 jg terbuka..,2025,bca,adoo cemananya mobile banking w uda restart handphone bolakbalik uda update aplikasi ny smpe tidak bisa buka,0,netral
