username,review,rating,tahun,aplikasi,clean_text
Findy Oliev,"Asli gw kecewa bangettttttt,,, bisa bisanya baru buka rekening dah hilang puluhan ribu,,, niat gw pengen nabung d BCA malah d bikin kecewa... kalo bukan karena urusan kerjaan mending gw tutup rekening ajaa lah daripada makin kecewa, entah itu potongan apa karena gak ada sama sekali info nya ... KENAPA GW KECEWA??? LU BAYANGIN AJA BARU 2 MINGGU DAH HILANG PULUHAN RIBU!!!!! *PERBAIKI DONG DEMI KENYAMANAN CUSTOMER*",1,2025,bca,asli kecewa bangett bisa bisa buka rekening hilang puluh ribu niat ken nabung bca kecewa urus kerja mending tutup rekening ajaa kecewa potong tidak info kecewa bayangin minggu hilang puluh ribu baik nyaman customer
Supri Yanto,"setiap transaksi mau Qris atau top up Flazz kalau ada tulisan gangguan sinyal kenapa tetap ke debit saldo tapi tidak masuk di transaksi itu...dan sudah 3 hari ini saya top up Flazz ke debit saldo tapi tidak masuk di saldo Flazz nya,,, sangat kecewa",1,2025,bca,transaksi qris top up flazz tulis ganggu sinyal debit saldo tidak masuk transaksi itudan top up flazz debit saldo tidak masuk saldo flazz sangat kecewa
Aditya Er Ramadhan,Setiap ada yang transfer ngga ada Notifikasi yang masuk..!!!!!! perbaiki jangan diam saja..!,1,2025,bca,transfer tidak notifikasi masuk baik diam
Farukmbashahab Mbashahab,TRANSAKSI QRIS GAGAL SALDO BERKURANG..MENUNGGU HASIL LAPORAN 20HARI KERJA..( 1BULAN ) ITU PUN SALDO MASIH BELUM TAHU...???? MENUNGGU YANG TIDAK PASTI,1,2025,bca,transaksi qris gagal saldo berkurangmenunggu hasil lapor kerja saldo tunggu tidak
Iyantt Pras,"bayangin, tiba² gangguan di senin pagi",1,2025,bca,bayangin ganggu senin pagi
Keren-nya Kreativitas,"MIKIR HOOI BAGIAN APLIKASI⚠️⚠️ nyusahin banget anda ini Kayak aplikasi google dokumen saja, Jelas² tulisan 94 mb download nya.. Lah ini apa coba total sediain hampir 700 mb dulu ruangan penyimpanan di HP, nyusahin orang saja.. ga tau apa orang butuh dadakan ini malah jadi pusingin orang, DIBENERIN DULU LAH",1,2025,bca,mikir hooi aplikasi nyusahin banget aplikasi google dokumen tulis mb download coba total ain mb ruang simpan handphone nyusahin orang tidak orang butuh dada pusingin orang dibenerin
Ahmad Fakhri,terlalu lambat aplikasi jalan dan sering lampu merah,1,2025,bca,lambat aplikasi jalan lampu merah
Kubeyz Beyz,"kek sampah, mana lemot lagi merah terus",1,2025,bca,kek sampah lama merah
Budiman,aplikasi ssah klau d pake buat login,1,2025,bca,aplikasi ssah klau pakai login
Topan Tirta,pas buka rekening di video sangat lama,1,2025,bca,cocok buka rekening video sangat lama
Faisal Akhwin Khadis,bug mulu kocak,1,2025,bca,bug kocak
boel lang,"205 maaf untuk sementara tidak bisa di gunakan cobalah beberapa saat lagi,,, perbarui udah sinyal juga cukup baik tp eror mulu",1,2025,bca,maaf tidak bisa coba baru sinyal error
Zen Vancx,"sering gangguan setiap pagi , kalo mau transfer pagi jadi susah , tolong dong benerin lagi 🙏🙏",1,2025,bca,ganggu pagi transfer pagi susah tolong benerin
Muhammad Rizqi,"human eror, tanpa melakukan kesalahan tiba2 keblokir data tidak tersimpan dengan rapih",1,2025,bca,human error salah blokir data tidak simpan rapih
Luthfi Zulfiansyah,"mau transaksi gabisa², ngecek saldo juga gabisa..gimana ini gajelas ditungguin berjam² masih begini aja aplikasinya",1,2025,bca,transaksi tidak bisa ngecek saldo gabisagimana tidak ditungguin jam aplikasi
ajan septian,otp gak masuk masuk ke SMS nya,1,2025,bca,one time password tidak masuk masuk pesan
Mahesa Wibawa,hp kereset. download ulang kenapa skrg wajib ada 16 digit nomor kartu. dari awal saya ga pernah buat kartu... digital kog ribet sih,1,2025,bca,handphone kereset download ulang wajib digit nomor kartu tidak kartu digital kog ribet
Iwan sofyan,"parah habis di update gak bisa dibukak, minta verifikasi ujung² nya disuruh aktifasi ulanh di atm, buang² pulsa aja",1,2025,bca,parah habis update tidak bisa dibukak verifikasi ujung suruh aktifasi ulanh atm buang pulsa
Tegar Arya S,"pelayanan buruk, tidak memberi solusi, pulsa saya habis banyak hanya untuk menerima kode otp dan itu tetap tidak dikirimkan apk sampah. sampai sekarang saya tidak dapat akses ke akun saya hilang"" lah uang disana",1,2025,bca,layan buruk tidak solusi pulsa habis terima kode one time password tidak kirim aplikasi sampah tidak akses akun hilang uang sana
Arian Wardana,kenapa setiap dibutuhin gabisa akses MBCA???? youtube ig vcall lancar tapi buat buka MBCA ko merah terus????? TOLONG DIPERBAIKI TERIMAKASIH,1,2025,bca,dibutuhin tidak bisa akses mobile bca youtube ig vcall lancar buka mobile bca merah tolong baik terimakasih
febriansyah RCA,dikit dikit eror ke kantor...respon lambat,1,2025,bca,dikit dikit error kantorrespon lambat
Agustin Ai,"bolak balik update bukannya makin bagus, tapi di HP Vivo V 20 gak bisa di buka, lampu indikatornya selalu berwarna merah",1,2025,bca,bolak update bagus handphone vivo v tidak bisa buka lampu indikator warna merah
Sisilia Defriani rihi,selalu minta verifikasi aja,1,2025,bca,verifikasi
Elvan Awaludin Wijaya,"Setelah update malah makin aneh, makin parah bro kacau2, Dan bisa2nya malam minggu M-banking nya error, haduuh",1,2025,bca,update aneh parah bro kacau bisa malam minggu mbanking error haduuh
Reifan Zaidan,"kenapa selalu gagal ya buka nbankingnya,,,mau ngecek saldo mau transfer juga gagal trs semakin kesini kok semakin eror",1,2025,bca,gagal buka nbankingnyamau ngecek saldo transfer gagal kesini error
Butter Lose,makin banyak gangguan terutama sinyal. gk work it lagi,1,2025,bca,ganggu sinyal tidak work it
windi purwanti,"admin BCA bulanan berapa sih, tiba-tiba banget setiap ada uang masuk ke potong, apalagi sampe kepotong 40rb, ini liat mutasi nya aja ga jelas kaga ada uang keluar, ngawur si BCA ini, parah sekarang BCA",1,2025,bca,bca bulan tibatiba banget uang masuk potong potong ribu liat mutasi tidak kaga uang ngawur si bca parah bca
Nofri Imansyah,"tolong diperbaiki pelayanannya, kadang kalo malem suka gangguan udah tau penting !!!!",1,2025,bca,tolong baik layan kadang malem suka ganggu
Winia 20,"apk gk jls,klo mau masuk ajh harus kirim pesan ke SMS,dan itu pas ke kirim malah muncul close Mulu di apknya,jdinya keluar""an mulu,mndingan mandiri kemana"" gk ribet. bikin kesel rasanya,cuman ngirim pesan berkali"" smpe pulsa habis haduhh",1,2025,bca,aplikasi tidak jlsklo masuk ajh kirim pesan smsdan cocok kirim muncul close apknyajdinya keluar mulumndingan mandiri mana tidak ribet kesel rasanyacuman ngirim pesan kali smpe pulsa habis haduhh
Naura Nafeeza,"apk nya yg ekor atau jaringan internet nya sih, dari tadi nunggu otp ga ada masuk,",1,2025,bca,aplikasi ekor jaring internet nunggu one time password tidak masuk
Andi Satria,"qris transaksi gagal, tapi saldo terpotong aneh banget sangat kecewa",1,2025,bca,qris transaksi gagal saldo potong aneh banget sangat kecewa
Don Quixote,"Daftar gagal mlulu, sekali SMS hilang 2ribu. Licik kau. parah verifikasi pulsa sampe habis. kena tipu system raimu. cok kecewa",1,2025,bca,daftar gagal mlulu pesan hilang ribu licik kau parah verifikasi pulsa habis kena tipu system rai cok kecewa
Enjel Ei,"min tolong doang kasih penjelasan nya knapa yh tiba"" saldo saya hilang 40ribu padahal saya tenggok di mutasi aman ny kok bisa saldo ny hilang 40ribu?",1,2025,bca,tolong kasih jelas knapa yh saldo hilang ribu tenggok mutasi aman ny bisa saldo ny hilang ribu
Sri Noviyani,setiap isi flazz dan kris ga masuk tp saldo sudah terpotong!,1,2025,bca,isi flazz kris tidak masuk saldo potong
Rizky Friszadani,tiba tiba ga bisa masuk ke BCA mobile. transaksi jadi terganggu dan macet,1,2025,bca,tidak bisa masuk bca mobile transaksi ganggu macet
Samuel Official,"mobile bca kena lagi ya, sakit lagi ya ?",1,2025,bca,mobile bca kena sakit
Maya Veer,"suka loading kalau dibuka,, gak bisa sat set lampunya selalu merah kalau mau transaksi. mesti tgu brp menit baru lampu berubah hijau",1,2025,bca,suka loading buka tidak bisa sat set lampu merah transaksi mesti tgu menit lampu ubah hijau
Kemas Rizqy,padahal sinyal kencang tapi indikator merah terus jadi susah untuk transaksi,1,2025,bca,sinyal kencang indikator merah susah transaksi
Aris Fhiqy,"""sementara transaksi tidak dapat diproses.silahkan ulangi beberapa saat lagi"" maksudx ini apa?kecewa dengan BCA saat ini",1,2025,bca,transaksi tidak diprosessilahkan ulang maksudx apakecewa bca
iqbal aldika,"Dear BCA, tolong di perbaiki di sistemnya lagi masa mau login kode akses nya salah mulu sampai 3x padahal Password yang saya masukkan sudah sesuai dan ketika verifikasi harusnya kan minta password baru dan setelah aku ganti, masukkan ulang kode akses nya ketika mau login masa engga bisa juga pdhal Password yang baru sudah di masukkan. Bukan sekali atau 2 kali ini sudah berkali kali. Pulsa 50k pun dah hilang cuma untuk verifikasi melalui pesan 😢😢😢😢😢😢",1,2025,bca,dear bca tolong baik sistem login kode akses salah password masuk sesuai verifikasi password ganti masuk ulang kode akses login engga bisa pdhal password masuk kali pulsa k hilang verifikasi pesan
Alex Dako,No comen dah ama bank satu...,1,2025,bca,no comen ama bank
Mande Cell,setelah update malah jd lambat.. kecewa...,1,2025,bca,update lambat kecewa
Fauzan Ozama,ribet ah pusing SUMPAHHH,1,2025,bca,ribet ah pusing sumpahh
Iqbal Maulana,"inikator hijau, tetep aja lemot 😠",1,2025,bca,inikator hijau tetep lama
Dani Jokohandoko,sinya tolong perbaikin lagi suka keluar sendiri,1,2025,bca,sinya tolong perbaikin suka
LEONEIL ADJIE H.M,"sering update tapi sering juga down, down disaat tidak pas",1,2025,bca,update down down saat tidak cocok
Abdurahman14cjr,"waduh ini update terbaru beneran jd super lemot 🫵🥲 sinyal merah lama tidak seperti biasanya , gawat .",1,2025,bca,update baru sungguh super lama sinyal merah lama tidak gawat
Mardian 04,"Makin kesini makin kacau aja ini, suka eror transaksi tidak dapat dilakukan terus, mana erornya lama. malu2in sumpah sekelas bca kaya begini mulu.",1,2025,bca,kesini kacau suka error transaksi tidak eror lama malu in sumpah kelas bca kaya
Ramdan Dwi Cahyo,payahhh kaga bisaa verifikasii muka terusss,1,2025,bca,payahh kaga bisaa verifikasi muka teruss
Ilham Fazri25,"kaga jelas , minta kode otp pas dikirim otp tapi di masukan salah. ujung"" nya ke blokir!!!!",1,2025,bca,kaga kode one time password cocok kirim one time password masuk salah ujung blokir
Catherina Rika,"mau masukin kode akses aja gabisa, harus 6 huruf tp cuma bisa masukin 5huruf, berhari hari kek gitu. busuk bgt. Kemarin bisa karna update apl, skrg udh diupdate knp kumat lagi heyy. Bikin emosi tiap mau buka gagal trs",1,2025,bca,masukin kode akses tidak bisa huruf bisa masukin huruf hari kek gitu busuk banget kemarin bisa update apl diupdate kumat heyy emosi buka gagal
Mas Angga,sinyal wifi saya bagus tpi buat daftar mbangking koneksi terputus terus jadi bingung,1,2025,bca,sinyal wifi bagus daftar mbangking koneksi putus bingung
Rivan Ardiansyah,kenapa ga bisa kirim otp. padahal nomor nya sudah benar.,1,2025,bca,tidak bisa kirim one time password nomor
Dyah Nastiti4571,"sedikit keluh kesah karena dijaman digital ini harusnya dipermudah dan efisien waktu , hanya karena pindah handphone. mbanking daftar ulang malah susah , udah pernah daftar tinggal pindahin aja harus serumit ini , udah laporan ke hallo BCA siapa tau bantu efisien waktu malah disuruh ke kantor ,...",1,2025,bca,keluh kesah jam digital mudah efisien pindah handphone mbanking daftar ulang susah daftar tinggal pindahin rumit lapor hallo bca bantu efisien suruh kantor
Miftahoking10799@gmail.com Miftahoking,"udh ke 2 kali nya isi pulsa ceban buat , login masuk, tiba tiba keluar .. hadeeh gimana ini..",1,2025,bca,isi pulsa ceban login masuk hadeeh
Deden Sudrajat,Withdraw status PENDING dari kemarin malam tgl 29 Oktober 2025 sampai detik ini 30 Oktober 2025 Pukul 21.13 WIB 🤦🤦🤦🤦🤦,1,2025,bca,withdraw status pending kemarin malam tgl oktober detik oktober wib
Angie Rosalina,tidak bisa dibuka selalu kluar sndri terus,1,2025,bca,tidak bisa buka kluar sndri
Ludin Ahmad,saya melakukan pembayaran QRIS 2x. pas ada gangguan. tapi saldo saya tidak dikembalikan padahal transaksi gagal. harusnya dari BCA kalo transaksi gagal tapi saldo kedebit. harusnya otomatis saldo refund ke rekening nasabah,1,2025,bca,bayar qris cocok ganggu saldo tidak kembali transaksi gagal bca transaksi gagal saldo debit otomatis saldo refund rekening nasabah
Muchammad Sulthon imaddudien,"aplikasi M banking paling buruk yang pernah saya pakai, kalo bukan karena kerja yang mengharuskan memakai bank BCA ini saya ga akan mau, lampu indikator selalu merah, sulit sekali untuk transaksi instan seperti contohnya, qris dll",1,2025,bca,aplikasi m banking buruk pakai kerja harus pakai bank bca tidak lampu indikator merah sulit transaksi instan contoh qris dll
Noob SMC,Update terbaru ada bug di xiaomi poco F4. Setiap di buka aplikasi menutup sendiri. Saya tidak dapat melakukan transaksi. Tolong segera perbaiki. Update : Sama saja kak tidak ada perubahan. Versi yang baru ini nge bug di xiaomi poco F4.,1,2025,bca,update baru bug xiaomi poco f buka aplikasi tutup tidak transaksi tolong baik update tidak ubah versi nge bug xiaomi poco f
andy arta,Setelah update Masa indikator merah terus...lah make aplikasinya gemana ngga bisa di pakai..... Udah bolak balik restart hape penyakitnya lampu indikator merah lama... payah,1,2025,bca,update indikator merah terus make aplikasi gana tidak bisa pakai bolak restart hape sakit lampu indikator merah lama payah
Setiadi12,BCA ada gangguan apa lagi ini gabisa buat transaksi ?! tolong lah jangan bikin repot !,1,2025,bca,bca ganggu tidak bisa transaksi tolong repot
Muchammad Rizky Januar Ananda Putra,"DOT tidak hijau2, lama di warna merah dan biru. harus relogin baru bisa.",1,2025,bca,dot tidak hijau lama warna merah biru relogin bisa
tommy andika,"kenapa saya gk bisa cek rekening dan trasfer??? kok dadakan gitu gk bisanya, mana lagi butuh ...",1,2025,bca,tidak bisa cek rekening trasfer dada gitu tidak bisa butuh
Rifail Hamdani,lemot banget,1,2025,bca,lama banget
Mad Dani,"gkda angin hujan tiba2 suruh veripikasi ulang, udah sering benget kek gini,, asw. nunda pekerjaan saja, pulsa sampai habissssssssssss",1,2025,bca,gkda angin hujan suruh veripikasi ulang benget kek gin asw nunda kerja pulsa habiss
Debrut Barker,knapa sih kalau malam loding trus jadi susah transaksi kalau malam,1,2025,bca,knapa malam loding susah transaksi malam
Arsha anwar,BCA mobile sekarang buruk sering eror bikin orang nggak nyaman lagi pake BCA,1,2025,bca,bca mobile buruk error orang tidak nyaman pakai bca
Agus Susanto,"kenapa setelah di update malah jadi sering blank/mbca tidak merespon gini si....😪😪😪 tolong di cek lahhh,sebelum2nya jos lohhh edit.... BARU UPDATE MALAH GAK BISA BUAT TF...COBA CEK LAGI APP NYA, BUG DI KOLOM REK TUJUAN,UDAH DI KLIK REK TUJUAN TAPI GAK NAMPIL REK TUJUANNYA...",1,2025,bca,update blankmbca tidak merespon gin si tolong cek lahhsebelum jos lohh edit update tidak bisa tfcoba cek aplikasi bug kolom rekening tujuanudah klik rekening tuju tidak nampil rekening tuju
Maqi kepss,duit gua pake Q ris ga balik lagi asuu,1,2025,bca,uang pakai q ris tidak asuu
karla radithya,"aplikasi parah lagi butuh banget transaksi ga bisa dipake,indikator merah koplak banget.",1,2025,bca,aplikasi parah butuh banget transaksi tidak bisa dipakeindikator merah koplak banget
Abdulaziz Aziz,aplikasi gajelas dikit2 gangguan,1,2025,bca,aplikasi tidak dikit ganggu
Haliza,adooo.. cemananya ini mobile banking nya. w uda restart HP bolak-balik trs uda update apk ny jg tp smpe skrg gabisa2 jg terbuka..,1,2025,bca,adoo cemananya mobile banking w uda restart handphone bolakbalik uda update aplikasi ny smpe tidak bisa buka
CICI KURNIA SARI,sumpah sih QR nya kenapa loading terusss mau payment jadi terganggu. gak lancar gituu untuk bisnisku.,1,2025,bca,sumpah qr loading teruss payment ganggu tidak lancar gituu bisnis
David Art,"admin ini aplikasi nya dari kemarin muncul kode 205 mulu dah, saya mau cek saldo dll dipersulit mohon di jawab min penting",1,2025,bca,aplikasi kemarin muncul kode cek saldo dll sulit mohon
Arkhaelang Arkha,susah daptar,1,2025,bca,susah daptar
Syah Aben,Sering kali aplikasi ini forced closed,1,2025,bca,aplikasi forced closed
wisnu gege,verifikasi sms nya gagal mulu ga pernah di bales gimnaa sih,1,2025,bca,verifikasi pesan gagal tidak bales gimnaa
Andika RailFans,"Terlalu banyak potongan yang tidak jelas, sangat merugikan",1,2025,bca,potong tidak sangat rugi
Nunu Ashary,error pas bikin online tiba tiba pulsa abis,1,2025,bca,error cocok online pulsa abis
Eva Diah Novitasari,"jelek banget yang sekarang masi ga bisa akses dari tgl 25 ke tgl 28 November ini aku dikasi kode 205 teruss jaringan koneksi bagus pindah wifi atau jaringan pribadi aman ga ada gangguan sinyal, buka m-banking yg lain bisa, tapi ko BCA ini ga bisa terus, ditunggu update terbaru nya!",1,2025,bca,jelek banget mas tidak bisa akses tgl tgl november kasi kode teruss jaring koneksi bagus pindah wifi jaring pribadi aman tidak ganggu sinyal buka mbanking bisa bca tidak bisa tunggu update baru
gilang pamungkas,ini kenapa ngga bisa masuk bca mobile?,1,2025,bca,tidak bisa masuk bca mobile
asep saepuloh,knp ko apk nya lelet pdhl kuota ada n sinyal bagus..tolong BCA di perbaiki soalnya ini sangat menghambat sy dlm transaksi...ini terjadi stlh di update..mohon di perhatikan,1,2025,bca,aplikasi lelet kuota n sinyal bagustolong bca baik sangat hambat dlm transaksiini stlh updatemohon perhati
